model,reasoning_type,complexity,accuracy_mean,accuracy_stdev,score_mean,score_stdev,tokens_mean,tokens_stdev,time_mean,time_stdev,num_runs
claude-3-7-sonnet-20250219,conflicting,3,0.8666666666666667,0.05773502691896256,0.8666666666666667,0.05773502691896256,28002.0,361.4567747324706,0.0,0.0,3
claude-3-7-sonnet-20250219,conflicting,4,0.7666666666666666,0.11547005383792519,0.7666666666666666,0.11547005383792519,51266.666666666664,467.2230017168818,0.0,0.0,3
claude-3-5-haiku-20241022,multihop,1,0.9333333333333333,0.11547005383792512,0.9333333333333333,0.11547005383792512,4980.0,4225.0854429230185,0.0,0.0,3
claude-3-5-haiku-20241022,multihop,2,0.8,0.10000000000000003,0.8,0.10000000000000003,22229.333333333332,8050.9896493122715,0.0,0.0,3
claude-3-5-haiku-20241022,multihop,3,0.6,0.09999999999999998,0.6,0.09999999999999998,99688.0,15081.359786173129,0.0,0.0,3
claude-3-5-haiku-20241022,multihop,4,0.2,0.17320508075688773,0.2,0.17320508075688773,217264.66666666666,85693.45182295631,0.0,0.0,3
claude-3-5-haiku-20241022,hierarchical,1,0.9583333333333334,0.07216878364870322,0.9583333333333334,0.07216878364870322,2565.6666666666665,1545.6863631841143,0.0,0.0,3
claude-3-5-haiku-20241022,hierarchical,2,0.7333333333333334,0.11547005383792519,0.7333333333333334,0.11547005383792519,8124.333333333333,1214.3431695090699,0.0,0.0,3
claude-3-5-haiku-20241022,hierarchical,3,0.8666666666666667,0.05773502691896256,0.8666666666666667,0.05773502691896256,10558.666666666666,235.03474920388544,0.0,0.0,3
claude-3-5-haiku-20241022,hierarchical,4,0.9333333333333333,0.05773502691896256,0.9333333333333333,0.05773502691896256,19330.666666666668,582.4786119106292,0.0,0.0,3
claude-3-5-haiku-20241022,temporal,1,0.6703703703703704,0.2982114034577876,0.6703703703703704,0.2982114034577876,8297.0,878.8378690065648,0.0,0.0,3
claude-3-5-haiku-20241022,temporal,2,0.6333333333333333,0.11547005383792512,0.6333333333333333,0.11547005383792512,9261.0,1976.9023749290202,0.0,0.0,3
claude-3-5-haiku-20241022,temporal,3,0.7666666666666666,0.2081665999466133,0.7888888888888889,0.2009237924447236,10536.0,354.35998645445284,0.0,0.0,3
claude-3-5-haiku-20241022,temporal,4,0.7666666666666667,0.2516611478423583,0.7666666666666667,0.2516611478423583,10392.333333333334,470.929223273873,0.0,0.0,3
claude-3-5-haiku-20241022,weighted,1,0.8690476190476191,0.12542444943872308,0.8690476190476191,0.12542444943872308,5068.0,1221.2211102007695,0.0,0.0,3
claude-3-5-haiku-20241022,weighted,2,0.4666666666666667,0.11547005383792512,0.6511111111111111,0.07897491397296386,15526.333333333334,1384.043472342301,0.0,0.0,3
claude-3-5-haiku-20241022,weighted,3,0.4666666666666667,0.2886751345948129,0.563425925925926,0.21793757128917418,34931.666666666664,4093.1785122729907,0.0,0.0,3
claude-3-5-haiku-20241022,weighted,4,0.5333333333333333,0.05773502691896256,0.6522222222222223,0.03976784481816284,67887.66666666667,16005.573289742963,0.0,0.0,3
claude-3-5-haiku-20241022,conflicting,1,0.7333333333333334,0.2081665999466133,0.7333333333333334,0.2081665999466133,13170.0,303.3084238856547,0.0,0.0,3
claude-3-5-haiku-20241022,conflicting,2,0.8333333333333334,0.11547005383792519,0.8333333333333334,0.11547005383792519,15886.333333333334,146.91947908066285,0.0,0.0,3
claude-3-5-haiku-20241022,conflicting,3,0.7666666666666667,0.05773502691896263,0.7666666666666667,0.05773502691896263,24705.666666666668,388.8873015840622,0.0,0.0,3
claude-3-5-haiku-20241022,conflicting,4,0.5,0.0,0.5,0.0,43751.333333333336,1201.362698494228,0.0,0.0,3
gpt-5.2,multihop,1,1.0,0.0,1.0,0.0,3908.3333333333335,3351.566250774902,0.0,0.0,3
gpt-5.2,multihop,2,0.7666666666666667,0.05773502691896263,0.7833333333333333,0.028867513459481315,17761.0,5854.215489713374,0.0,0.0,3
gpt-5.2,multihop,3,0.7,0.17320508075688776,0.7333333333333333,0.1892969448600091,81926.33333333333,11707.102858236676,0.0,0.0,3
gpt-5.2,multihop,4,0.5666666666666667,0.05773502691896256,0.6166666666666667,0.10408329997330662,234003.66666666666,61012.571297506656,0.0,0.0,3
gpt-5.2,hierarchical,1,0.9444444444444444,0.0962250448649376,0.9444444444444444,0.0962250448649376,1830.3333333333333,1165.0276105454898,0.0,0.0,3
gpt-5.2,hierarchical,2,0.9,0.09999999999999998,0.9,0.09999999999999998,6338.666666666667,1046.4345814876979,0.0,0.0,3
gpt-5.2,hierarchical,3,0.9,0.0,0.9,0.0,8289.333333333334,228.01388846588563,0.0,0.0,3
