model,reasoning_type,complexity,accuracy_mean,accuracy_stdev,score_mean,score_stdev,tokens_mean,tokens_stdev,time_mean,time_stdev,num_runs
gemini-3-pro-preview,hierarchical,2,0.9666666666666667,0.05773502691896256,0.9666666666666667,0.05773502691896256,10514.0,1015.7691666909367,0.0,0.0,3
gemini-3-pro-preview,hierarchical,3,0.9333333333333333,0.05773502691896256,0.9333333333333333,0.05773502691896256,12598.666666666666,440.3184453703176,0.0,0.0,3
gemini-3-pro-preview,hierarchical,4,1.0,0.0,1.0,0.0,20250.333333333332,734.4449151116327,0.0,0.0,3
gemini-3-pro-preview,temporal,1,0.7777777777777778,0.3849001794597505,0.7777777777777778,0.3849001794597505,15935.0,3233.3097593642337,0.0,0.0,3
gemini-3-pro-preview,temporal,2,0.7,0.2,0.7,0.2,16920.333333333332,3218.4394251458784,0.0,0.0,3
gemini-3-pro-preview,temporal,3,0.8333333333333334,0.05773502691896256,0.8333333333333334,0.05773502691896256,20449.666666666668,6065.521934123504,0.0,0.0,3
gemini-3-pro-preview,temporal,4,0.9333333333333333,0.11547005383792512,0.9333333333333333,0.11547005383792512,17044.333333333332,2136.405938330385,0.0,0.0,3
gemini-3-pro-preview,weighted,1,1.0,0.0,1.0,0.0,7751.0,1909.1183829191943,0.0,0.0,3
gemini-3-pro-preview,weighted,2,0.8,0.14142135623730956,0.85,0.21213203435596428,43062.0,19848.48734790639,0.0,0.0,2
gemini-3-pro-preview,weighted,3,0.9,0.09999999999999998,0.962962962962963,0.054809809581291634,91739.0,18626.49679891525,0.0,0.0,3
gemini-3-pro-preview,weighted,4,0.8,0.10000000000000003,0.8333333333333334,0.11547005383792519,135567.0,27728.896858692377,0.0,0.0,3
gemini-3-pro-preview,conflicting,1,1.0,0.0,1.0,0.0,20241.333333333332,591.2371210718533,0.0,0.0,3
gemini-3-pro-preview,conflicting,2,0.9666666666666667,0.05773502691896256,0.9666666666666667,0.05773502691896256,20376.333333333332,490.9708070072327,0.0,0.0,3
gemini-3-pro-preview,conflicting,3,1.0,0.0,1.0,0.0,38150.666666666664,3847.614888906286,0.0,0.0,3
gemini-3-pro-preview,conflicting,4,1.0,0.0,1.0,0.0,89488.0,14458.075805583536,0.0,0.0,3
gemini-2.5-flash,multihop,1,1.0,0.0,1.0,0.0,12946.333333333334,10833.747012614487,0.0,0.0,3
gemini-2.5-flash,multihop,2,0.8,0.10000000000000003,0.8,0.10000000000000003,107756.0,35104.04495211342,0.0,0.0,3
gemini-2.5-flash,multihop,3,0.7,0.10000000000000003,0.7222222222222222,0.06938886664887109,476129.6666666667,13130.12004260941,0.0,0.0,3
gemini-2.5-flash,multihop,4,0.5,0.09999999999999998,0.5,0.09999999999999998,773375.3333333334,118341.75622042008,0.0,0.0,3
gemini-2.5-flash,hierarchical,1,0.75,0.25,0.75,0.25,4662.666666666667,3121.91885438,0.0,0.0,3
gemini-2.5-flash,hierarchical,2,0.9333333333333333,0.05773502691896256,0.9333333333333333,0.05773502691896256,11986.0,2961.9243744565797,0.0,0.0,3
gemini-2.5-flash,hierarchical,3,0.8666666666666667,0.05773502691896256,0.8666666666666667,0.05773502691896256,13270.333333333334,2515.4964387439177,0.0,0.0,3
gemini-2.5-flash,hierarchical,4,0.9,0.0,0.9,0.0,20041.0,1054.3201601031824,0.0,0.0,3
gemini-2.5-flash,temporal,1,0.7814814814814814,0.29613421492801,0.7814814814814814,0.29613421492801,33665.0,12616.258359751515,0.0,0.0,3
gemini-2.5-flash,temporal,2,0.7333333333333334,0.11547005383792519,0.7333333333333334,0.11547005383792519,39423.333333333336,17070.133283994397,0.0,0.0,3
gemini-2.5-flash,temporal,3,0.8666666666666667,0.11547005383792512,0.8666666666666667,0.11547005383792512,36026.666666666664,6093.765693996885,0.0,0.0,3
gemini-2.5-flash,temporal,4,0.9,0.09999999999999998,0.9,0.09999999999999998,29967.666666666668,5573.869870505889,0.0,0.0,3
gemini-2.5-flash,weighted,1,0.9333333333333333,0.11547005383792512,0.9333333333333333,0.11547005383792512,8152.333333333333,1502.866705111712,0.0,0.0,3
gemini-2.5-flash,weighted,2,0.7333333333333334,0.11547005383792519,0.8333333333333334,0.05773502691896256,126853.33333333333,74521.61717470532,0.0,0.0,3
gemini-2.5-flash,weighted,3,0.6666666666666666,0.2516611478423583,0.6962962962962963,0.19447089767148265,149028.33333333334,40851.01081164741,0.0,0.0,3
gemini-2.5-flash,weighted,4,0.6333333333333333,0.11547005383792512,0.66,0.1442220510185596,256141.0,97042.63831945213,0.0,0.0,3
gemini-2.5-flash,conflicting,1,0.9666666666666667,0.05773502691896256,0.9666666666666667,0.05773502691896256,35465.666666666664,5965.016540910287,0.0,0.0,3
gemini-2.5-flash,conflicting,2,0.9666666666666667,0.05773502691896256,0.9666666666666667,0.05773502691896256,39193.333333333336,3952.7461761835066,0.0,0.0,3
gemini-2.5-flash,conflicting,3,1.0,0.0,1.0,0.0,60323.0,4091.8894168831102,0.0,0.0,3
gemini-2.5-flash,conflicting,4,0.8333333333333334,0.11547005383792519,0.8333333333333334,0.11547005383792519,127911.66666666667,24369.941984611563,0.0,0.0,3
gemini-2.0-flash,multihop,1,1.0,0.0,1.0,0.0,4359.0,3690.3350796370783,0.0,0.0,3
gemini-2.0-flash,multihop,2,0.7333333333333333,0.05773502691896263,0.7666666666666667,0.05773502691896263,30075.0,9631.95603187639,0.0,0.0,3
gemini-2.0-flash,multihop,3,0.5,0.19999999999999998,0.5333333333333333,0.2254624876411447,108622.0,8292.018089705303,0.0,0.0,3
gemini-2.0-flash,multihop,4,0.3333333333333333,0.15275252316519466,0.4388888888888889,0.16694421334796355,281303.3333333333,83650.86217328148,0.0,0.0,3
gemini-2.0-flash,hierarchical,1,0.9166666666666666,0.14433756729740643,0.9166666666666666,0.14433756729740643,2083.6666666666665,1256.736381797445,0.0,0.0,3
gemini-2.0-flash,hierarchical,2,0.8333333333333334,0.1527525231651947,0.8333333333333334,0.1527525231651947,6786.666666666667,1005.1916898449437,0.0,0.0,3
gemini-2.0-flash,hierarchical,3,0.8666666666666667,0.05773502691896256,0.8666666666666667,0.05773502691896256,8781.333333333334,228.8238041230268,0.0,0.0,3
gemini-2.0-flash,hierarchical,4,0.9,0.0,0.9,0.0,16658.333333333332,472.37097003661574,0.0,0.0,3
gemini-2.0-flash,temporal,1,0.7444444444444445,0.3595264374969653,0.7444444444444445,0.3595264374969653,9021.333333333334,1162.5851940108876,0.0,0.0,3
gemini-2.0-flash,temporal,2,0.8,0.10000000000000003,0.8,0.10000000000000003,11756.666666666666,7009.991892529786,0.0,0.0,3
gemini-2.0-flash,temporal,3,0.9333333333333333,0.05773502691896256,0.9333333333333333,0.05773502691896256,15927.666666666666,5022.548091689449,0.0,0.0,3
gemini-2.0-flash,temporal,4,0.9,0.09999999999999998,0.9,0.09999999999999998,10636.333333333334,727.1432687808733,0.0,0.0,3
gemini-2.0-flash,weighted,1,1.0,0.0,1.0,0.0,5404.333333333333,1154.9901875485061,0.0,0.0,3
gemini-2.0-flash,weighted,2,0.5333333333333333,0.20816659994661327,0.6,0.1732050807568877,22888.333333333332,5434.003067107465,0.0,0.0,3
gemini-2.0-flash,weighted,3,0.4666666666666667,0.05773502691896256,0.5333333333333333,0.09464847243000454,48615.666666666664,10847.674973621459,0.0,0.0,3
gemini-2.0-flash,weighted,4,0.6666666666666666,0.1527525231651947,0.7000000000000001,0.17776388834631182,81210.66666666667,28711.057736233495,0.0,0.0,3
gemini-2.0-flash,conflicting,1,0.8,0.0,0.8,0.0,16946.666666666668,5204.694643620635,0.0,0.0,3
gemini-2.0-flash,conflicting,2,0.9333333333333333,0.05773502691896256,0.9333333333333333,0.05773502691896256,17937.0,303.3875409439221,0.0,0.0,3
gemini-2.0-flash,conflicting,3,0.7666666666666667,0.05773502691896263,0.7666666666666667,0.05773502691896263,27655.333333333332,5493.319063492792,0.0,0.0,3
gemini-2.0-flash,conflicting,4,0.5,0.0,0.5,0.0,45782.666666666664,5039.020969725501,0.0,0.0,3
SmolLM3-3B,multihop,1,0.5,0.16666666666666666,0.5,0.16666666666666666,5738.666666666667,3471.3386947017043,0.0,0.0,3
SmolLM3-3B,multihop,2,0.26666666666666666,0.20816659994661327,0.2833333333333333,0.20207259421636903,12878.333333333334,2924.8904822802056,0.0,0.0,3
SmolLM3-3B,multihop,3,0.13333333333333333,0.05773502691896258,0.13333333333333333,0.05773502691896258,25841.333333333332,17148.740838129583,0.0,0.0,3
SmolLM3-3B,multihop,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
SmolLM3-3B,hierarchical,1,0.9027777777777778,0.08673608331108885,0.9027777777777778,0.08673608331108885,4886.666666666667,2965.2123588932604,0.0,0.0,3
SmolLM3-3B,hierarchical,2,0.5333333333333333,0.15275252316519464,0.55,0.14999999999999997,12307.0,2887.4099120145725,0.0,0.0,3
SmolLM3-3B,hierarchical,3,0.6,0.2,0.62,0.17088007490635065,13683.0,781.1805169101441,0.0,0.0,3
SmolLM3-3B,hierarchical,4,0.5,0.09999999999999998,0.5666666666666667,0.12583057392117913,17679.0,2408.0928138259123,0.0,0.0,3
SmolLM3-3B,temporal,1,0.362962962962963,0.3619790140109812,0.362962962962963,0.3619790140109812,12774.0,3639.912498948292,0.0,0.0,3
SmolLM3-3B,temporal,2,0.39999999999999997,0.264575131106459,0.43047619047619046,0.233453807576807,13910.666666666666,3023.9967482345833,0.0,0.0,3
SmolLM3-3B,temporal,3,0.3333333333333333,0.3214550253664318,0.3377777777777778,0.2830456055387803,12521.666666666666,3566.220034340749,0.0,0.0,3
SmolLM3-3B,temporal,4,0.4666666666666667,0.11547005383792512,0.4990476190476191,0.10001360451676247,15190.0,4432.765840871814,0.0,0.0,3
SmolLM3-3B,weighted,1,0.6047619047619047,0.10722219284950193,0.6047619047619047,0.10722219284950193,8607.333333333334,2280.438846655032,0.0,0.0,3
SmolLM3-3B,weighted,2,0.2,0.09999999999999999,0.3244444444444445,0.10547950476716286,13959.333333333334,4141.45304613409,0.0,0.0,3
SmolLM3-3B,weighted,3,0.2,0.09999999999999999,0.21944444444444444,0.09730155493409441,9399.0,4225.466719783744,0.0,0.0,3
SmolLM3-3B,weighted,4,0.23333333333333334,0.15275252316519466,0.23333333333333334,0.15275252316519466,13443.333333333334,6955.9712717443945,0.0,0.0,3
SmolLM3-3B,conflicting,1,0.5,0.1732050807568877,0.5,0.1732050807568877,17180.666666666668,2351.1648885889167,0.0,0.0,3
SmolLM3-3B,conflicting,2,0.3666666666666667,0.057735026918962595,0.3666666666666667,0.057735026918962595,10790.0,2217.29587561065,0.0,0.0,3
SmolLM3-3B,conflicting,3,0.30000000000000004,0.17320508075688773,0.30000000000000004,0.17320508075688773,13574.666666666666,6755.975231847237,0.0,0.0,3
SmolLM3-3B,conflicting,4,0.2,0.09999999999999999,0.2,0.09999999999999999,16509.333333333332,3215.9890132482315,0.0,0.0,3
